last,first,area,year,type,student_coauthor,dare_coauthors_names,dare_coauthors,title_short,venue,doi,doi_clean,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_flag_disagrees,year_disagrees,faculty_type,faculty_rank,is_tt,pct_research,departed_flag,research_fte
Delay,Nathan,Ag and Food,2022,JA,N,NA,0,Precision Agriculture Adoption and Technical Efficiency,Journal of Agricultural Economics,10.1111/1477-9552.12440,10.1111/1477-9552.12440,journal agricultural economics,3.4,2022,Exact journal-year,https://openalex.org/W3161348351,https://doi.org/10.1111/1477-9552.12440,Precision agriculture technology adoption and technical efficiency,2021,2021-05-27,article,9,Journal of Agricultural Economics,0021-857X,Wiley,TRUE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2025,JA,N,NA,0,Mapping Agents: A Spatial Economic Analysis of Agent Location in Federal Crop Insurance,American Journal of Agricultural Economics,10.1111/ajae.12503,10.1111/ajae.12503,american journal agricultural economics,4.9,2025,Exact journal-year,https://openalex.org/W4405137934,https://doi.org/10.1111/ajae.12503,Mapping agents: A spatial economic analysis of agent location in the Federal Crop Insurance Program,2024,2024-12-07,article,1,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,2,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2026,JA,NA,NA,0,Merging rigor and relevance in grazingland research: a comprehensive social-ecological monitoring approach,Carbon Balance and Management,10.1186/s13021-026-00431-7,10.1186/s13021-026-00431-7,carbon balance management,7,2025,Nearest year (2025),https://openalex.org/W7148776770,https://doi.org/10.1186/s13021-026-00431-7,Merging rigor and relevance in grazingland research: a comprehensive social-ecological monitoring approach,2026,2026-04-03,article,1,Carbon Balance and Management,1750-0680,Springer Science+Business Media,TRUE,FALSE,43,NA,NA,NA,NA,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2025,JA,N,Mooney,1,Externalities in Wild Pig Damages on US Crop and Livestock Farms,PLOS ONE,10.1371/journal.pone.0320316,10.1371/journal.pone.0320316,plos one,2.8,2025,Exact journal-year,https://openalex.org/W4409325059,https://doi.org/10.1371/journal.pone.0320316,Externalities in wild pig damages on U.S. crop and livestock farms: The role of landowner actions and landscape heterogeneity,2025,2025-04-10,article,2,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2022,JA,Y,NA,0,Opportunities and Challenges Associated with Carbon Farming for US Row-Crop Producers,Choices,10.22004/ag.econ.329528,10.22004/ag.econ.329528,choices,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2025,JA,N,Mooney;Ritten,1,Climate and Consolidation in the US Beef Cow Sector,Journal of Agricultural and Resource Economics,10.22004/ag.econ.344684,10.22004/ag.econ.344684,journal agricultural resource economics,1.3,2025,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2024,JA,U,Hoag;Mooney;Ritten,1,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,10.22004/ag.econ.349293,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2026,JA,NA,NA,0,Integrating automated body condition scores and lactation data via optimization algorithms for maximized milk revenue and minimized cost of delayed conception in dairy cows,Journal of Dairy Science,10.3168/jds.2025-28132,10.3168/jds.2025-28132,journal dairy science,4.7,2025,Nearest year (2025),https://openalex.org/W7167262554,https://doi.org/10.3168/jds.2025-28132,Integrating automated body condition scores and lactation data via optimization algorithms for maximized milk revenue and minimized cost of delayed conception in dairy cows,2026,2026-07-01,article,0,Journal of Dairy Science,0022-0302,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,NA,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2024,JA,N,NA,0,Value of Farm Data in Farmland Rental Markets,Land Economics,10.3368/le.100.4.041023-0032R1,10.3368/le.100.4.041023-0032r1,land economics,1.6,2024,Exact journal-year,https://openalex.org/W4393161275,https://doi.org/10.3368/le.100.4.041023-0032r1,Value of Farm Data in Farmland Rental Markets,2024,2024-03-25,article,1,Land Economics,0023-7639,University of Wisconsin Press,FALSE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2025,JA,N,Ritten,1,Incorporating Virtual Fencing to Manage Yearling Steers on Extensive Rangelands,Frontiers in Veterinary Science,10.3389/fvets.2025.1637190,10.3389/fvets.2025.1637190,frontiers in veterinary science,3.1,2025,Exact journal-year,https://openalex.org/W4414087324,https://doi.org/10.3389/fvets.2025.1637190,"Incorporating virtual fencing to manage yearling steers on extensive rangelands: spatial behavior, growth performance, and enteric methane emissions",2025,2025-09-10,article,1,Frontiers in Veterinary Science,2297-1769,Frontiers Media,TRUE,FALSE,12,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2021,JA,N,NA,0,Farm Data Collection and Software Adoption in Commercial Scale US Corn-Soybean Farms,Western Economics Forum,nodoi,NA,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2021,JA,Y,NA,0,Recent Trends in PA Technology Adoption and Bundling in Corn Production,Western Economics Forum,nodoi,NA,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Enns,Kellie,Ag Ed,2025,JA,U,Ritten,1,Steer Growth Performance and Enteric Gas Flux Across Backgrounding Phases,Rangeland Ecology & Management,10.1016/j.rama.2025.08.010,10.1016/j.rama.2025.08.010,rangeland ecology management,2.9,2025,Exact journal-year,https://openalex.org/W4414479085,https://doi.org/10.1016/j.rama.2025.08.010,Steer Growth Performance and Enteric Gas Flux Across Backgrounding Phases in the Western Great Plains,2025,2025-09-24,article,1,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,13,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Enns,Kellie,Ag Ed,2025,JA,U,Ritten,1,Evaluation of cattle sub-species and growth-promoting technology on growth performance,Journal of Animal Science,10.1093/jas/skaf322,10.1093/jas/skaf322,journal animal science,3.7,2025,Exact journal-year,https://openalex.org/W4414471519,https://doi.org/10.1093/jas/skaf322,"Evaluation of cattle sub-species and growth-promoting technology on growth performance, carcass characteristics, and gas flux of steers finished in summer feedlot conditions",2025,2025-01-01,article,0,Journal of Animal Science,0021-8812,Oxford University Press,TRUE,FALSE,13,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Enns,Kellie,Ag Ed,2025,JA,Y,NA,0,Developing critical thinking and professional skills in animal science students,Translational Animal Science,10.1093/tas/txaf169,10.1093/tas/txaf169,translational animal science,1.9,2025,Exact journal-year,https://openalex.org/W7117588825,https://doi.org/10.1093/tas/txaf169,Developing critical thinking and professional skills in animal science students through case-based learning and cognitive interventions,2025,2025-12-30,article,1,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,4,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Enns,Kellie,Ag Ed,2022,JA,N,NA,0,Agrarianism in Agricultural Education: A Narrative Study,Journal of Agricultural Education,10.5032/jae.2022.03135,10.5032/jae.2022.03135,journal agricultural education,NA,NA,No IF match,https://openalex.org/W4386489467,https://doi.org/10.5032/jae.2022.03135,Agrarianism in Agricultural Education: A Narrative Study,2022,2022-09-30,article,0,Journal of Agricultural Education,1042-0541,American Association for Agricultural Education,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Enns,Kellie,Ag Ed,2026,JA,U,Bennett;Clark,1,Investigating the Sources and Influences Shaping Pedagogical Content Knowledge,Journal of Agricultural Education,10.5032/jae.v67i1.3218,10.5032/jae.v67i1.3218,journal agricultural education,NA,NA,No IF match,https://openalex.org/W7118128088,https://doi.org/10.5032/jae.v67i1.3218,Investigating the Sources and Influences Shaping Pedagogical Content Knowledge among Colorado Agricultural Educators,2026,2026-01-04,article,0,Journal of Agricultural Education,1042-0541,American Association for Agricultural Education,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Enns,Kellie,Ag Ed,2023,JA,Y,NA,0,Impacts of the COVID-19 Pandemic on Student Performance and Perceptions of Learning,NACTA Journal,10.56103/nactaj.v67i1.94,10.56103/nactaj.v67i1.94,nacta journal,NA,NA,No IF match,https://openalex.org/W4382025137,https://doi.org/10.56103/nactaj.v67i1.94,Impacts of the COVID-19 Pandemic on Student Performance and Perceptions of Learning,2023,2023-06-07,article,2,NACTA Journal,0149-4910,NA,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Enns,Kellie,Ag Ed,2025,JA,N,Bennett;Clark,1,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,10.56103/nactaj.v69i1.210,nacta journal,NA,NA,No IF match,https://openalex.org/W4410430809,https://doi.org/10.56103/nactaj.v69i1.210,Examination of the Effectiveness of an Institutional Intervention to Improve Retention at an Agricultural College,2025,2025-05-16,article,0,NACTA Journal,0149-4910,NA,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,0,TRUE,0
Frasier,Marshall,Ag and Food,2021,JA,NA,Jablonski;Costanigro,1,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,10.1111/josh.13013,journal school health,2.46,2021,Exact journal-year,https://openalex.org/W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,NA,FALSE,Tenured/Tenure Track,NA,TRUE,NA,TRUE,NA
Goemans,Chris,ENRE,2021,JA,N,Manning;Suter,1,Changing climate changing minds? Effects of natural disasters on public perceptions,Climatic Change,10.1007/s10584-022-03441-9,10.1007/s10584-022-03441-9,climatic change,5.174,2021,Exact journal-year,https://openalex.org/W4298000409,https://doi.org/10.1007/s10584-022-03441-9,"Correction to: Changing climate, changing minds? The effects of natural disasters on public perceptions of climate change",2022,2022-09-01,erratum,2,Climatic Change,0165-0009,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2021,JA,U,Kroll,1,Learning to Accept Welfare-Enhancing Policies: Congestion Pricing,Experimental Economics,10.1007/s10683-020-09650-2,10.1007/s10683-020-09650-2,experimental economics,2.387,2021,Exact journal-year,https://openalex.org/W3012531244,https://doi.org/10.1007/s10683-020-09650-2,Learning to accept welfare-enhancing policies: an experimental investigation of congestion pricing,2020,2020-03-20,article,24,Experimental Economics,1386-4157,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2022,JA,N,Manning,1,Remote sensing of field-scale irrigation withdrawals in the central Ogallala aquifer,Agricultural Water Management,10.1016/j.agwat.2022.107764,10.1016/j.agwat.2022.107764,agricultural water management,6.7,2022,Exact journal-year,https://openalex.org/W4282928459,https://doi.org/10.1016/j.agwat.2022.107764,Remote sensing of field-scale irrigation withdrawals in the central Ogallala aquifer region,2022,2022-06-15,article,23,Agricultural Water Management,0378-3774,Elsevier BV,FALSE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2025,JA,N,Manning,1,Insurance and Extraction Incentives in a Common Pool Resource,Journal of Environmental Economics and Management,10.1016/j.jeem.2025.103125,10.1016/j.jeem.2025.103125,journal environmental economics management,6.4,2025,Exact journal-year,https://openalex.org/W4406602699,https://doi.org/10.1016/j.jeem.2025.103125,Insurance and extraction incentives in a common pool resource: Evidence from groundwater use in the high plains,2025,2025-01-20,article,1,Journal of Environmental Economics and Management,0095-0696,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2021,JA,U,Manning;Suter,1,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,10.1016/j.reseneeco.2019.101143,resource energy economics,3.553,2021,Exact journal-year,https://openalex.org/W2994849090,https://doi.org/10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2019,2019-12-20,article,32,Resource and Energy Economics,0928-7655,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2021,JA,N,Manning;Suter,1,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,10.1016/j.reseneeco.2021.101143,resource energy economics,3.553,2021,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2023,JA,Y,Manning,1,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,10.1016/j.scitotenv.2023.161964,science total environment,8,2024,Nearest year (2024),https://openalex.org/W4318828324,https://doi.org/10.1016/j.scitotenv.2023.161964,Assessment of vulnerability to water shortage in semi-arid river basins: The value of demand reduction and storage capacity,2023,2023-02-01,article,34,The Science of The Total Environment,0048-9697,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2023,JA,U,Manning,1,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,10.1016/j.scitotenv.2023.161964,science total environment,8,2024,Nearest year (2024),https://openalex.org/W4318828324,https://doi.org/10.1016/j.scitotenv.2023.161964,Assessment of vulnerability to water shortage in semi-arid river basins: The value of demand reduction and storage capacity,2023,2023-02-01,article,34,The Science of The Total Environment,0048-9697,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2023,JA,Y,Burkhardt;Manning,1,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,10.1016/j.wre.2023.100214,water resources economics,1.9,2024,Nearest year (2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2024,JA,Y,Manning,1,Integrated water management under different water rights institutions,Water Resources Research,10.1029/2024WR037196,10.1029/2024wr037196,water resources research,5,2024,Exact journal-year,https://openalex.org/W4404038588,https://doi.org/10.1029/2024wr037196,Integrated Water Management Under Different Water Rights Institutions and Population Patterns: Methodology and Application,2024,2024-11-01,article,2,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2021,JA,N,Manning;Suter,1,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,10.1086/714148,journal association environmental resource economists,3.2,2024,Nearest year (2024),https://openalex.org/W3027908917,https://doi.org/10.1086/714148,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies in Common Property Resources,2021,2021-03-02,article,4,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2025,JA,Y,Bayham;Manning;Suter,1,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,10.1088/1748-9326/add35e,environmental research letters,5.4,2025,Exact journal-year,https://openalex.org/W4410022855,https://doi.org/10.1088/1748-9326/add35e,"Inland flooding in the United States: a review of research related to risk management, economic behavior, and data resources",2025,2025-05-02,article,1,Environmental Research Letters,1748-9326,IOP Publishing,TRUE,FALSE,5,1,Diellza Muriqi,TRUE,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2022,JA,Y,Manning;Suter,1,Impacts of Block-Rate Energy Pricing on Groundwater Demand in Irrigated Agriculture,American Journal of Agricultural Economics,10.1111/ajae.12231,10.1111/ajae.12231,american journal agricultural economics,4.2,2022,Exact journal-year,https://openalex.org/W3165941821,https://doi.org/10.1111/ajae.12231,Impacts of<scp>Block‐Rate</scp>Energy Pricing on Groundwater Demand in Irrigated Agriculture,2021,2021-05-31,article,11,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,4,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Goemans,Chris,ENRE,2025,JA,N,Manning;Suter,1,Abatement subsidies for groundwater conservation,American Journal of Agricultural Economics,10.1111/ajae.70021,10.1111/ajae.70021,american journal agricultural economics,4.9,2025,Exact journal-year,https://openalex.org/W4415487719,https://doi.org/10.1111/ajae.70021,Abatement subsidies for groundwater conservation,2025,2025-10-23,article,1,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
