publication_key,oa_id,doi_clean,au_key,au_id,au_display_name,au_name_norm,au_orcid,author_position,is_corresponding,institution,ror,country_code,institution_type,raw_affiliation
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5079215061,A5079215061,Net Zhang,net zhang,0000-0003-2664-451X,middle,FALSE,The Ohio State University,https://ror.org/00rs6vg23,US,education,"Battelle Center for Science, Engineering, and Public Policy, John Glenn College of Public Affairs, The Ohio State University, Columbus, OH, USA"
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5062655482,A5062655482,Daria Faulkner,daria faulkner,NA,middle,FALSE,The Ohio State University,https://ror.org/00rs6vg23,US,education,"College of Public Health, The Ohio State University, Columbus, OH, USA"
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5045379747,A5045379747,Dane A. Morey,dane a morey,0000-0002-9859-7719,middle,FALSE,The Ohio State University,https://ror.org/00rs6vg23,US,education,"Integrated Systems Engineering, The Ohio State University, Columbus, OH, USA"
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5103740703,A5103740703,Frank Wu,frank wu,NA,middle,FALSE,Yale University,https://ror.org/03v76x132,US,education,"Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, CT, USA; Public Health Modeling Unit, Yale School of Public Health, New Haven, CT, USA"
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5057299422,A5057299422,Thomas Thornhill,thomas thornhill,0000-0003-4632-5890,middle,FALSE,Yale University,https://ror.org/03v76x132,US,education,"Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, CT, USA; Public Health Modeling Unit, Yale School of Public Health, New Haven, CT, USA"
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5087741084,A5087741084,Suzan Iloglu,suzan iloglu,0000-0003-1611-9850,middle,FALSE,Yale University,https://ror.org/03v76x132,US,education,"Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, CT, USA; Public Health Modeling Unit, Yale School of Public Health, New Haven, CT, USA"
doi:10.1177/0272989x211021603,W3168577360,10.1177/0272989x211021603,A5022127687,A5022127687,Joshua L. Warren,joshua l warren,0000-0002-6274-6970,last,FALSE,Yale University,https://ror.org/03v76x132,US,education,"Department of Biostatistics, Yale School of Public Health, New Haven, CT, USA"
doi:10.1088/1748-9326/add35e,W4410022855,10.1088/1748-9326/add35e,A5117409861,A5117409861,Diellza Muriqi,diellza muriqi,0009-0004-1863-0315,first,FALSE,NA,NA,NA,NA,
doi:10.1088/1748-9326/add35e,W4410022855,10.1088/1748-9326/add35e,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,middle,FALSE,NA,NA,NA,NA,
doi:10.1088/1748-9326/add35e,W4410022855,10.1088/1748-9326/add35e,A5007242274,A5007242274,Christopher Goemans,christopher goemans,0000-0003-4930-4278,middle,FALSE,NA,NA,NA,NA,
doi:10.1088/1748-9326/add35e,W4410022855,10.1088/1748-9326/add35e,A5075200954,A5075200954,Dale T. Manning,dale t manning,0000-0001-6465-5530,middle,FALSE,NA,NA,NA,NA,
doi:10.1088/1748-9326/add35e,W4410022855,10.1088/1748-9326/add35e,A5027026551,A5027026551,Jordan F. Suter,jordan f suter,0000-0003-0520-7150,last,FALSE,NA,NA,NA,NA,
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5054061412,A5054061412,Nathan Palardy,nathan palardy,0000-0002-6396-3627,first,TRUE,University of Florida,https://ror.org/02y3ad647,US,education,"Food and Resource Economics Department University of Florida Gainesville Florida USA; Food and Resource Economics Department, University of Florida, Gainesville, Florida, USA"
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5024307840,A5024307840,Marco Costanigro,marco costanigro,0000-0002-7104-097X,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,"Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5024307840,A5024307840,Marco Costanigro,marco costanigro,0000-0002-7104-097X,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5005396402,A5005396402,Joshua Berning,joshua berning,0000-0001-5128-2528,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,"Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5005396402,A5005396402,Joshua Berning,joshua berning,0000-0001-5128-2528,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,last,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,"Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.70037,W4416337945,10.1002/aepp.70037,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,last,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.3368/le.102.3.012626-0015,W7135135882,10.3368/le.102.3.012626-0015,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,first,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, USA"
doi:10.3368/le.102.3.012626-0015,W7135135882,10.3368/le.102.3.012626-0015,A5068998908,A5068998908,Aaron J. Enriquez,aaron j enriquez,0000-0002-0305-4333,middle,FALSE,United States Geological Survey,https://ror.org/035a68863,US,government,"U.S. Geological Survey, Fort Collins Science Center, Fort Collins, CO, USA"
doi:10.3368/le.102.3.012626-0015,W7135135882,10.3368/le.102.3.012626-0015,A5068998908,A5068998908,Aaron J. Enriquez,aaron j enriquez,0000-0002-0305-4333,middle,FALSE,Fort Collins Science Center,https://ror.org/00zf0nh29,NA,facility,"U.S. Geological Survey, Fort Collins Science Center, Fort Collins, CO, USA"
doi:10.3368/le.102.3.012626-0015,W7135135882,10.3368/le.102.3.012626-0015,A5013672273,A5013672273,Leslie Richardson,leslie richardson,0000-0002-3058-2318,last,FALSE,National Park Service,https://ror.org/044zqqy65,US,government,"National Park Service, Economics Program, Fort Collins, CO, USA"
doi:10.21273/hortsci15871-21,W3171907984,10.21273/hortsci15871-21,A5040714699,A5040714699,Benjamin L. Campbell,benjamin l campbell,0000-0001-5844-6409,first,FALSE,University of Georgia,https://ror.org/00te3t702,US,education,"Department of Agricultural and Applied Economics, University of Georgia, 208 Conner Hall, Athens, GA 30602"
doi:10.21273/hortsci15871-21,W3171907984,10.21273/hortsci15871-21,A5016010497,A5016010497,Julie H. Campbell,julie h campbell,0000-0002-1754-2370,middle,FALSE,University of Georgia,https://ror.org/00te3t702,US,education,"Department of Horticulture, University of Georgia, 1111 Plant Sciences Building, Athens, GA 30602"
doi:10.21273/hortsci15871-21,W3171907984,10.21273/hortsci15871-21,A5005396402,A5005396402,Joshua Berning,joshua berning,0000-0001-5128-2528,last,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, 1200 Center Avenue Mall, Clark B-337, Fort Collins, CO 80523"
doi:10.1002/jaa2.95,W4391281161,10.1002/jaa2.95,A5079266775,A5079266775,Sachintha Mendis,sachintha mendis,0000-0001-8637-5193,first,TRUE,Resource (United States),https://ror.org/002sg8b56,US,company,Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA
doi:10.1002/jaa2.95,W4391281161,10.1002/jaa2.95,A5079266775,A5079266775,Sachintha Mendis,sachintha mendis,0000-0001-8637-5193,first,TRUE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA
doi:10.1002/jaa2.95,W4391281161,10.1002/jaa2.95,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA
doi:10.1002/jaa2.95,W4391281161,10.1002/jaa2.95,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Agricultural and Resource Economics Colorado State University Fort Collins Colorado USA
doi:10.1002/jaa2.95,W4391281161,10.1002/jaa2.95,A5040241146,A5040241146,Clare Cho,clare cho,NA,last,FALSE,Economic Research Service,https://ror.org/05ycxzd89,US,government,Economic Research Service Washington District of Columbia USA
doi:10.1017/s1742170519000371,W2981340085,10.1017/s1742170519000371,A5001144475,A5001144475,Anne Palmer,anne palmer,0000-0001-7299-8592,first,TRUE,Johns Hopkins University,https://ror.org/00za53h95,US,education,"Johns Hopkins Center for a Livable Future, Bloomberg School of Public Health, 111 Market Place, Suite 840, Baltimore, MD21202, USA"
doi:10.1017/s1742170519000371,W2981340085,10.1017/s1742170519000371,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, B327 Clark Building Fort Collins, CO80524, USA"
doi:10.1017/s1742170519000371,W2981340085,10.1017/s1742170519000371,A5019028083,A5019028083,Kate Clancy,kate clancy,0000-0003-2877-1408,middle,FALSE,NA,NA,NA,NA,"Food systems consultant, University Park, MD20782, USA"
doi:10.1017/s1742170519000371,W2981340085,10.1017/s1742170519000371,A5040241146,A5040241146,Clare Cho,clare cho,NA,middle,FALSE,Economic Research Service,https://ror.org/05ycxzd89,US,government,"Economic Research Service, 355 E Street SW, 4-139A Washington, DC20024-3221, USA"
doi:10.1017/s1742170519000371,W2981340085,10.1017/s1742170519000371,A5026815066,A5026815066,Rebecca Cleary,rebecca cleary,0000-0003-1515-9156,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, B322 Clark Building Fort Collins, CO80524, USA"
doi:10.1017/s1742170519000371,W2981340085,10.1017/s1742170519000371,A5100633590,A5100633590,Ryan Lee,ryan lee,0000-0003-3254-0047,last,FALSE,Johns Hopkins University,https://ror.org/00za53h95,US,education,"Johns Hopkins Center for a Livable Future, Bloomberg School of Public Health, 111 Market Place, Suite 840, Baltimore, MD21202, USA; Public Health Law Center, 875 Summit Ave, Saint Paul, MN55105, USA"
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5026815066,A5026815066,Rebecca Cleary,rebecca cleary,0000-0003-1515-9156,first,TRUE,Resource (United States),https://ror.org/002sg8b56,US,company,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5026815066,A5026815066,Rebecca Cleary,rebecca cleary,0000-0003-1515-9156,first,TRUE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5063775621,A5063775621,Armen Ghazaryan,armen ghazaryan,0000-0001-6409-1456,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5063775621,A5063775621,Armen Ghazaryan,armen ghazaryan,0000-0001-6409-1456,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5046588574,A5046588574,Laura Bellows,laura bellows,0000-0002-5317-5037,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Food Science and Human Nutrition Colorado State University  Fort Collins Colorado USA
doi:10.1002/aepp.13130,W3120068039,10.1002/aepp.13130,A5032168400,A5032168400,Morgan McCloskey,morgan mccloskey,0000-0003-3030-4454,last,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Food Science and Human Nutrition Colorado State University  Fort Collins Colorado USA
doi:10.54605/fec20210204,W4200109688,10.54605/fec20210204,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,first,FALSE,NA,NA,NA,NA,
doi:10.54605/fec20210204,W4200109688,10.54605/fec20210204,A5058020677,A5058020677,Gerardo Chowell,gerardo chowell,0000-0003-2194-2251,middle,FALSE,NA,NA,NA,NA,
doi:10.54605/fec20210204,W4200109688,10.54605/fec20210204,A5052038898,A5052038898,Eli P. Fenichel,eli p fenichel,0000-0002-7649-8250,middle,FALSE,NA,NA,NA,NA,
doi:10.54605/fec20210204,W4200109688,10.54605/fec20210204,A5055763041,A5055763041,Nicolai V. Kuminoff,nicolai v kuminoff,NA,last,FALSE,NA,NA,NA,NA,
doi:10.1108/afr-05-2023-0054,W4386804267,10.1108/afr-05-2023-0054,A5046674626,A5046674626,R. B. Weir,r b weir,0009-0001-3386-9840,first,FALSE,University of Minnesota,https://ror.org/017zqws13,US,education,"Department of Applied Economics, University of Minnesota, Saint Paul, Minnesota, USA"
doi:10.1108/afr-05-2023-0054,W4386804267,10.1108/afr-05-2023-0054,A5026810637,A5026810637,Joleen C. Hadrich,joleen c hadrich,0000-0002-7990-5122,middle,FALSE,University of Minnesota,https://ror.org/017zqws13,US,education,"Department of Applied Economics, University of Minnesota, Saint Paul, Minnesota, USA"
doi:10.1108/afr-05-2023-0054,W4386804267,10.1108/afr-05-2023-0054,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1108/afr-05-2023-0054,W4386804267,10.1108/afr-05-2023-0054,A5062332393,A5062332393,Alessandro Bonanno,alessandro bonanno,0000-0003-4066-1754,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
