last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,doi_clean,publication_key,affiliated_at_publication,affiliation_status,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_cv,student_cv_conflict,year_canonical,year_conflict,year_disagrees,student_coauthor_final,student_evidence,in_reporting_window
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Estimating the Impact of Statewide Policies to Reduce Spread of SARS-CoV-2,Emerging Infectious Diseases,10.3201/eid2709.204167,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3201/eid2709.204167,doi:10.3201/eid2709.204167,1,Active CSU affiliation,emerging infectious diseases,16.126,2021,Exact journal-year,W3174989026,https://doi.org/10.3201/eid2709.204167,"Estimating the Impact of Statewide Policies to Reduce Spread of Severe Acute Respiratory Syndrome Coronavirus 2 in Real Time, Colorado, USA",2021,2021-07-01,article,17,Emerging infectious diseases,1080-6040,Centers for Disease Control and Prevention,TRUE,FALSE,11,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Cleary,Rebecca,Ag and Food,2022,JA,a,N,0,NA,Strategic Supermarket Pricing of Private Labels and Manufacturer Brands,Empirical Economics,10.1007/s00181-021-02123-2,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s00181-021-02123-2,doi:10.1007/s00181-021-02123-2,1,Active CSU affiliation,empirical economics,2.647,2021,Nearest year (2021),W3201299049,https://doi.org/10.1007/s00181-021-02123-2,Strategic supermarket pricing of private labels and manufacturer brands,2021,2021-09-16,article,5,Empirical Economics,0377-7332,Springer Science+Business Media,FALSE,FALSE,2,NA,NA,NA,N,FALSE,2022,FALSE,TRUE,N,Neither,TRUE
Woerman,Matt,ENRE,2025,JA,a,N,0,NA,Intermittency and uncertainty in wind and solar energy: Impacts on the French electricity market,Energy Economics,10.1016/j.eneco.2024.108176,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.eneco.2024.108176,doi:10.1016/j.eneco.2024.108176,1,Active CSU affiliation,energy economics,13.5,2025,Exact journal-year,W4406268583,https://doi.org/10.1016/j.eneco.2024.108176,Intermittency and uncertainty in wind and solar energy: Impacts on the French electricity market,2025,2025-01-10,article,34,Energy Economics,0140-9883,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Woerman,Matt,ENRE,2025,JA,a,N,0,NA,Residential demand for energy in light of changing solar prices,Energy Economics,10.1016/j.eneco.2025.108351,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.eneco.2025.108351,doi:10.1016/j.eneco.2025.108351,1,Active CSU affiliation,energy economics,13.5,2025,Exact journal-year,W4407954727,https://doi.org/10.1016/j.eneco.2025.108351,Residential demand for energy in light of changing solar prices,2025,2025-02-26,article,1,Energy Economics,0140-9883,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2022,JA,a,U,0,NA,Lottery Incentives and Resource Management: Evidence from AgDRIP,Environmental and Resource Economics,10.1007/s10640-022-00690-1,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s10640-022-00690-1,doi:10.1007/s10640-022-00690-1,1,Active CSU affiliation,environmental resource economics,4.955,2021,Nearest year (2021),W4283699050,https://doi.org/10.1007/s10640-022-00690-1,Lottery Incentives and Resource Management: Evidence from the Agricultural Data Reporting Incentive Program (AgDRIP),2022,2022-06-28,article,3,Environmental and Resource Economics,0924-6460,Springer Science+Business Media,FALSE,FALSE,7,NA,NA,NA,U,FALSE,2022,FALSE,FALSE,U,Undetermined,TRUE
Kroll,Stephan,ENRE,2024,JA,a,N,0,NA,Solar Geoengineering Free-Driving and Conflict: An Experimental Investigation,Environmental and Resource Economics,10.1007/s10640-024-00854-1,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s10640-024-00854-1,doi:10.1007/s10640-024-00854-1,1,Active CSU affiliation,environmental resource economics,3.4,2024,Exact journal-year,W4393221258,https://doi.org/10.1007/s10640-024-00854-1,"Solar Geoengineering, Free-Driving and Conflict: An Experimental Investigation",2024,2024-03-27,article,4,Environmental and Resource Economics,0924-6460,Springer Science+Business Media,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Kroll,Stephan,ENRE,2026,JA,a,NA,0,NA,Climate Intervention and Mitigation: Strategic Responses to Technological Advances in Solar Geoengineering,Environmental and Resource Economics,10.1007/s10640-026-01072-7,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1007/s10640-026-01072-7,doi:10.1007/s10640-026-01072-7,1,Active CSU affiliation,environmental resource economics,3.5,2025,Nearest year (2025),W7140229287,https://doi.org/10.1007/s10640-026-01072-7,Climate Intervention and Mitigation: Strategic Responses to Technological Advances in Solar Geoengineering,2026,2026-03-24,article,0,Environmental and Resource Economics,0924-6460,Springer Science+Business Media,TRUE,FALSE,3,NA,NA,NA,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Kroll,Stephan,ENRE,2023,JA,a,N,0,NA,Climate Cooperation in the Shadow of Solar Geoengineering: Moral Hazard Conjecture,Environmental Politics,10.1080/09644016.2022.2066285,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/09644016.2022.2066285,doi:10.1080/09644016.2022.2066285,1,Active CSU affiliation,environmental politics,5.9,2024,Nearest year (2024),W4225406346,https://doi.org/10.1080/09644016.2022.2066285,Climate cooperation in the shadow of solar geoengineering: an experimental investigation of the moral hazard conjecture,2022,2022-05-04,article,50,Environmental Politics,0964-4016,Taylor & Francis,TRUE,FALSE,5,NA,NA,NA,N,FALSE,2023,FALSE,TRUE,N,Neither,TRUE
Ritten,John,Ag and Food,2024,JA,a,N,0,NA,Net Zero Initiative in US Beef and Dairy Systems,Environmental Research Communications,10.1088/2515-7620/ad82b5,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1088/2515-7620/ad82b5,doi:10.1088/2515-7620/ad82b5,1,Active CSU affiliation,environmental research communications,2.9,2024,Exact journal-year,W4403054836,https://doi.org/10.1088/2515-7620/ad82b5,Net zero initiative in U.S. beef and dairy systems: integrative on-farm recommendations for greenhouse gas reduction,2024,2024-10-01,article,4,Environmental Research Communications,2515-7620,IOP Publishing,TRUE,FALSE,13,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2025,JA,a,U,1,Bayham;Goemans;Suter,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1088/1748-9326/add35e,doi:10.1088/1748-9326/add35e,1,Active CSU affiliation,environmental research letters,5.4,2025,Exact journal-year,W4410022855,https://doi.org/10.1088/1748-9326/add35e,"Inland flooding in the United States: a review of research related to risk management, economic behavior, and data resources",2025,2025-05-02,article,1,Environmental Research Letters,1748-9326,IOP Publishing,TRUE,FALSE,5,1,Diellza Muriqi,TRUE,Y,TRUE,2025,FALSE,FALSE,Y,CV and registrar,TRUE
Goemans,Chris,ENRE,2025,JA,a,Y,1,Bayham;Goemans;Suter,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1088/1748-9326/add35e,doi:10.1088/1748-9326/add35e,1,Active CSU affiliation,environmental research letters,5.4,2025,Exact journal-year,W4410022855,https://doi.org/10.1088/1748-9326/add35e,"Inland flooding in the United States: a review of research related to risk management, economic behavior, and data resources",2025,2025-05-02,article,1,Environmental Research Letters,1748-9326,IOP Publishing,TRUE,FALSE,5,1,Diellza Muriqi,TRUE,Y,TRUE,2025,FALSE,FALSE,Y,CV and registrar,TRUE
Suter,Jordan,ENRE,2025,JA,a,Y,1,Bayham;Goemans;Suter,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1088/1748-9326/add35e,doi:10.1088/1748-9326/add35e,1,Active CSU affiliation,environmental research letters,5.4,2025,Exact journal-year,W4410022855,https://doi.org/10.1088/1748-9326/add35e,"Inland flooding in the United States: a review of research related to risk management, economic behavior, and data resources",2025,2025-05-02,article,1,Environmental Research Letters,1748-9326,IOP Publishing,TRUE,FALSE,5,1,Diellza Muriqi,TRUE,Y,TRUE,2025,FALSE,FALSE,Y,CV and registrar,TRUE
Bayham,Jude,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Outside in: indoor and outdoor particulate air quality during wildfire smoke events,Environmental Research: Health,10.1088/2752-5309/ac7d69,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1088/2752-5309/ac7d69,doi:10.1088/2752-5309/ac7d69,1,Active CSU affiliation,environmental research health,8.3,2022,Exact journal-year,W4283765007,https://doi.org/10.1088/2752-5309/ac7d69,Outside in: the relationship between indoor and outdoor particulate air quality during wildfire smoke events in western US cities,2022,2022-06-30,article,52,Environmental Research Health,2752-5309,IOP Publishing,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Burkhardt,Jesse,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Outside in: indoor and outdoor particulate air quality during wildfire smoke events,Environmental Research: Health,10.1088/2752-5309/ac7d69,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1088/2752-5309/ac7d69,doi:10.1088/2752-5309/ac7d69,1,Active CSU affiliation,environmental research health,8.3,2022,Exact journal-year,W4283765007,https://doi.org/10.1088/2752-5309/ac7d69,Outside in: the relationship between indoor and outdoor particulate air quality during wildfire smoke events in western US cities,2022,2022-06-30,article,52,Environmental Research Health,2752-5309,IOP Publishing,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Goemans,Chris,ENRE,2021,JA,a,U,1,Goemans;Kroll,Learning to Accept Welfare-Enhancing Policies: Congestion Pricing,Experimental Economics,10.1007/s10683-020-09650-2,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s10683-020-09650-2,doi:10.1007/s10683-020-09650-2,1,Active CSU affiliation,experimental economics,2.387,2021,Exact journal-year,W3012531244,https://doi.org/10.1007/s10683-020-09650-2,Learning to accept welfare-enhancing policies: an experimental investigation of congestion pricing,2020,2020-03-20,article,24,Experimental Economics,1386-4157,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Kroll,Stephan,ENRE,2021,JA,a,N,1,Goemans;Kroll,Learning to Accept Welfare-Enhancing Policies: Congestion Pricing,Experimental Economics,10.1007/s10683-020-09650-2,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s10683-020-09650-2,doi:10.1007/s10683-020-09650-2,1,Active CSU affiliation,experimental economics,2.387,2021,Exact journal-year,W3012531244,https://doi.org/10.1007/s10683-020-09650-2,Learning to accept welfare-enhancing policies: an experimental investigation of congestion pricing,2020,2020-03-20,article,24,Experimental Economics,1386-4157,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2025,JA,b,U,0,NA,Addressing retail meat waste: a focus group study on discolored beef,Food and Humanity,10.1016/j.foohum.2025.100639,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foohum.2025.100639,doi:10.1016/j.foohum.2025.100639,1,Active CSU affiliation,food humanity,3.5,2025,Exact journal-year,W4410198897,https://doi.org/10.1016/j.foohum.2025.100639,Addressing retail meat waste: A focus group study on discolored beef,2025,2025-05-01,article,5,Food and Humanity,2949-8244,Elsevier BV,TRUE,FALSE,6,NA,NA,NA,U,FALSE,2025,FALSE,FALSE,U,Undetermined,TRUE
Magnan,Nicholas,Ag and Food,2026,JA,a,Y,0,NA,Fungal ecology and postharvest factors driving aflatoxin contamination in Ghanaian groundnuts,Food Control,10.1016/j.foodcont.2025.111582,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,1,10.1016/j.foodcont.2025.111582,doi:10.1016/j.foodcont.2025.111582,1,Active CSU affiliation,food control,7,2025,Nearest year (2025),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2026,FALSE,FALSE,Y,CV only,FALSE
Bonanno,Alessandro,Ag and Food,2021,JA,a,N,0,NA,Too Cool for Farm to School? Determinants of Farm to School Programming Continuation,Food Policy,10.1016/j.foodpol.2021.102045,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2021.102045,doi:10.1016/j.foodpol.2021.102045,1,Active CSU affiliation,food policy,6.08,2021,Exact journal-year,W3137539494,https://doi.org/10.1016/j.foodpol.2021.102045,Too cool for farm to school? Analyzing the determinants of farm to school programming continuation,2021,2021-03-18,article,15,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,2,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Bonanno,Alessandro,Ag and Food,2021,JA,a,N,1,Bonanno;Jablonski,Measuring stocks of community wealth and its association with food systems efforts,Food Policy,10.1016/j.foodpol.2021.102119,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2021.102119,doi:10.1016/j.foodpol.2021.102119,1,Active CSU affiliation,food policy,6.08,2021,Exact journal-year,W3175602227,https://doi.org/10.1016/j.foodpol.2021.102119,Measuring stocks of community wealth and their association with food systems efforts in rural and urban places,2021,2021-07-01,article,13,Food Policy,0306-9192,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Bonanno;Jablonski,Measuring stocks of community wealth and its association with food systems efforts,Food Policy,10.1016/j.foodpol.2021.102119,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2021.102119,doi:10.1016/j.foodpol.2021.102119,1,Active CSU affiliation,food policy,6.08,2021,Exact journal-year,W3175602227,https://doi.org/10.1016/j.foodpol.2021.102119,Measuring stocks of community wealth and their association with food systems efforts in rural and urban places,2021,2021-07-01,article,13,Food Policy,0306-9192,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2024,JA,a,U,0,NA,Measuring changes in pork demand and welfare effects of African swine fever,Food Policy,10.1016/j.foodpol.2024.102672,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2024.102672,doi:10.1016/j.foodpol.2024.102672,1,Active CSU affiliation,food policy,6,2024,Exact journal-year,W4400314702,https://doi.org/10.1016/j.foodpol.2024.102672,"Measuring changes in pork demand, welfare effects, and the role of information sources in the event of an African swine fever outbreak in the United States",2024,2024-07-01,article,11,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,3,1,Pratyoosh Kashyap,TRUE,U,FALSE,2024,FALSE,FALSE,Y,Registrar only,TRUE
Thilmany,Dawn,Ag and Food,2024,JA,a,N,0,NA,A comment on USDA Food Business Centers: Collaborations to nurture innovation,Food Policy,10.1016/j.foodpol.2024.102727,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2024.102727,doi:10.1016/j.foodpol.2024.102727,1,Active CSU affiliation,food policy,6,2024,Exact journal-year,W4402951903,https://doi.org/10.1016/j.foodpol.2024.102727,A comment on USDA Food Business Centers: Collaborations to nurture innovation in the food system,2024,2024-09-29,article,2,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,3,1,Anders Van Sandt,FALSE,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Costanigro,Marco,Ag and Food,2025,JA,a,N,0,NA,The Information Value of Geographical Indications,Food Policy,10.1016/j.foodpol.2024.102769,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2024.102769,doi:10.1016/j.foodpol.2024.102769,1,Active CSU affiliation,food policy,6.8,2025,Exact journal-year,W4404872324,https://doi.org/10.1016/j.foodpol.2024.102769,The Information Value of Geographical Indications,2024,2024-11-30,article,8,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2025,FALSE,TRUE,N,Neither,TRUE
Chenarides,Lauren,Ag and Food,2025,JA,a,N,0,NA,Dollar-Store Impact on Local Labor Markets and Retail Activity,Food Policy,10.1016/j.foodpol.2025.102827,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2025.102827,doi:10.1016/j.foodpol.2025.102827,1,Active CSU affiliation,food policy,6.8,2025,Exact journal-year,W4408472773,https://doi.org/10.1016/j.foodpol.2025.102827,Dollar store impact on local labor markets and retail activity,2025,2025-03-14,article,3,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Chenarides,Lauren,Ag and Food,2025,JA,a,N,0,NA,A Review of Data Linkages for Policy-Informing Research in Food and Ag Economics,Food Policy,10.1016/j.foodpol.2025.102996,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.foodpol.2025.102996,doi:10.1016/j.foodpol.2025.102996,1,Active CSU affiliation,food policy,6.8,2025,Exact journal-year,W4416437729,https://doi.org/10.1016/j.foodpol.2025.102996,A review of data linkages for policy-informing research in food and agricultural economics,2025,2025-11-01,article,3,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,6,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Berning,Joshua,Ag and Food,2023,JA,a,N,1,Berning;Cleary,Food Insecurity Among Immigrant Populations in the United States,Food Security,10.1007/s12571-022-01322-8,berningjoshua.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s12571-022-01322-8,doi:10.1007/s12571-022-01322-8,1,Active CSU affiliation,food security,6.7,2022,Nearest year (2022),W3084019073,https://doi.org/10.1007/s12571-022-01322-8,Food insecurity among immigrant populations in the United States,2022,2022-10-08,article,11,Food Security,1876-4517,Springer Science+Business Media,TRUE,FALSE,3,1,Caroline Norris,FALSE,N,FALSE,2023,FALSE,TRUE,N,Neither,TRUE
Cleary,Rebecca,Ag and Food,2023,JA,a,N,1,Berning;Cleary,Food Insecurity Among Immigrant Populations in the United States,Food Security,10.1007/s12571-022-01322-8,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s12571-022-01322-8,doi:10.1007/s12571-022-01322-8,1,Active CSU affiliation,food security,6.7,2022,Nearest year (2022),W3084019073,https://doi.org/10.1007/s12571-022-01322-8,Food insecurity among immigrant populations in the United States,2022,2022-10-08,article,11,Food Security,1876-4517,Springer Science+Business Media,TRUE,FALSE,3,1,Caroline Norris,FALSE,N,FALSE,2023,FALSE,TRUE,N,Neither,TRUE
Hoag,Dana,ENRE,2024,JA,b,N,0,NA,Bilateral trade welfare impacts of India’s export ban of non-basmati rice using the Global Partial Equilibrium Simulation Model (GSIM),Foods,10.3390/foods13193124,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,10.3390/foods13193124,doi:10.3390/foods13193124,1,Active CSU affiliation,foods,5.1,2024,Exact journal-year,W4402991773,https://doi.org/10.3390/foods13193124,Bilateral Trade Welfare Impacts of India’s Export Ban of Non-Basmati Rice Using the Global Partial Equilibrium Simulation Model (GSIM),2024,2024-09-30,article,6,Foods,2304-8158,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,5,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Magnan,Nicholas,Ag and Food,2023,JA,a,Y,0,NA,A Spatial Dependent Approach to Assessing Impacts of Sustainable Forestry Initiative Certification,Forest Policy and Economics,10.1016/j.forpol.2023.103071,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.forpol.2023.103071,doi:10.1016/j.forpol.2023.103071,1,Active CSU affiliation,forest policy economics,4,2022,Nearest year (2022),W4388202182,https://doi.org/10.1016/j.forpol.2023.103071,"A spatial dependence approach to assessing the impacts of Sustainable Forestry Initiative’s Fiber Sourcing certification on forestry Best Management Practices in Georgia, United States",2023,2023-10-26,article,0,Forest Policy and Economics,1389-9341,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Bayham,Jude,ENRE,2024,JA,a,N,0,NA,Retention of Highly Qualified Wildland Firefighters in the Western US,Forest Policy and Economics,10.1016/j.forpol.2023.103115,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.forpol.2023.103115,doi:10.1016/j.forpol.2023.103115,1,Active CSU affiliation,forest policy economics,3.8,2024,Exact journal-year,W4388995879,https://doi.org/10.1016/j.forpol.2023.103115,Retention of highly qualified wildland firefighters in the Western United States,2023,2023-11-25,article,8,Forest Policy and Economics,1389-9341,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2024,FALSE,TRUE,N,Neither,TRUE
Van Sandt,Anders,Ag and Food,2025,JA,a,N,0,NA,Unwinding the Spiral of Silence in Rural America,Frontiers in Climate,10.3389/fclim.2025.1398452,vansandtanders.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3389/fclim.2025.1398452,doi:10.3389/fclim.2025.1398452,1,Active CSU affiliation,frontiers in climate,3.9,2025,Exact journal-year,W4413179794,https://doi.org/10.3389/fclim.2025.1398452,Unwinding the spiral of silence in rural America: looking backward with stories to plan forward,2025,2025-08-13,article,0,Frontiers in Climate,2624-9553,Frontiers Media,TRUE,FALSE,9,1,Anders Van Sandt,FALSE,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
